W	560176
W	560256
W	560336
W	560416
W	560496
R	560556	560576
R	560556	560576
R	560556	560576
W	560576
W	560656
W	560736
R	560795	560816
W	560816
W	560896
W	560976
W	561056
W	561136
W	561216
W	561296
W	561376
W	561456
W	561536
W	561616
W	561696
W	561776
W	561856
W	561936
W	562016
W	562096
W	562176
W	562256
W	562336
W	562416
W	562496
W	562576
W	562656
W	562736
W	562816
W	562896
W	562976
W	563056
W	563136
W	563216
W	563296
W	563376
W	563456
W	563536
W	563616
W	563696
W	563776
W	563856
W	563936
W	564016
W	564096
W	564176
W	564256
W	564336
W	564416
W	564496
W	564576
W	564656
W	564736
W	564816
W	564896
W	564976
W	565056
W	565136
W	565216
W	565296
W	565376
W	565456
W	565536
W	565616
W	565696
W	565776
W	565856
W	565936
W	566016
W	566096
W	566176
W	566256
W	566336
W	566416
W	566496
W	566576
W	566656
W	566736
W	566816
W	566896
W	566976
W	567056
W	567136
W	567216
W	567296
W	567376
W	567456
W	567536
W	567616
W	567696
W	567776
W	632656
R	632703	632736
R	632725	632736
R	632725	632736
W	632736
R	632742	632816
W	632816
W	632896
R	632900	632976
R	632902	632976
R	632904	632976
R	632928	632976
R	632929	632976
R	632930	632976
R	632931	632976
R	632932	632976
R	632933	632976
R	632946	632976
R	632947	632976
R	632948	632976
R	632949	632976
R	632950	632976
R	632951	632976
W	632976
R	632956	633056
R	632957	633056
R	632958	633056
R	632959	633056
R	632960	633056
R	632961	633056
R	632962	633056
R	632956	633056
R	632957	633056
R	632958	633056
R	632959	633056
R	632960	633056
R	632961	633056
R	632962	633056
R	632956	633056
R	632957	633056
R	632958	633056
R	632959	633056
R	632960	633056
R	632961	633056
R	632962	633056
R	632956	633056
R	632957	633056
R	632958	633056
R	632959	633056
R	632960	633056
R	632961	633056
R	632962	633056
R	632956	633056
R	632957	633056
R	632958	633056
R	632959	633056
R	632960	633056
R	632961	633056
R	632962	633056
W	633056
R	633075	633136
R	633110	633136
R	633118	633136
W	633136
R	633163	633216
R	633176	633216
R	633188	633216
R	633210	633216
W	633216
R	633279	633296
W	633296
R	633313	633376
W	633376
R	633378	633456
R	633405	633456
R	633432	633456
W	633456
R	633469	633536
R	633475	633536
R	633513	633536
R	633527	633536
W	633536
W	633616
R	633680	633696
W	633696
R	633703	633776
W	633776
R	633810	633856
R	633813	633856
W	633856
R	633846	633936
R	633892	633936
R	633892	633936
R	633893	633936
R	633898	633936
R	633901	633936
R	633901	633936
R	633903	633936
R	633904	633936
R	633904	633936
R	633904	633936
